ts,price_da,pv_mwh_per_mw,da_id_spread,pv_forecast_mwh_per_mw,pv_error_mwh_per_mw,split
2022-01-01 00:00:00+01:00,85.65307688851743,0.0,-2.187926454600472,0.0,-0.0039500250928076125,train
2022-01-01 01:00:00+01:00,103.60712233923987,0.0,-0.10748430306677591,0.0007043866527380658,0.0007043866527380658,train
2022-01-01 02:00:00+01:00,91.46492090684323,0.0,-0.6971373003671335,0.004590415612526585,0.004590415612526585,train
2022-01-01 03:00:00+01:00,91.73905765978682,0.0,0.6704528472075947,0.0,-0.006054120713238069,train
2022-01-01 04:00:00+01:00,87.9692511395949,0.0,4.379583147552441,0.0,-0.0026227553943523915,train
2022-01-01 05:00:00+01:00,90.5339240239921,0.0,7.113815919484356,0.0,-0.003385603290503419,train
2022-01-01 06:00:00+01:00,84.79911287486904,0.0,7.887330433768632,0.00043461037525820183,0.00043461037525820183,train
2022-01-01 07:00:00+01:00,72.7728021424112,0.0,5.7912544356743805,0.0009506547170815816,0.0009506547170815816,train
2022-01-01 08:00:00+01:00,46.27394830517281,0.0,-6.382680165221367,0.0,-0.007865691929020055,train
2022-01-01 09:00:00+01:00,56.29199529227384,0.0,1.088681157673974,0.001855504500018092,0.001855504500018092,train
2022-01-01 10:00:00+01:00,62.56719327895934,0.04786351610674816,-1.963736337002138,0.05300182320170394,0.005138307094955781,train
2022-01-01 11:00:00+01:00,65.7781518527454,0.05322318679760406,9.930904800935272,0.06875430501383488,0.015531118216230823,train
2022-01-01 12:00:00+01:00,90.04196841947255,0.02180173397573901,-2.6322784948689026,0.021103845241143906,-0.0006978887345951028,train
2022-01-01 13:00:00+01:00,97.58139996064864,0.007577952231532713,-3.7395979872483784,0.016654110468786645,0.009076158237253933,train
2022-01-01 14:00:00+01:00,99.45228630380288,0.012497531483812253,-4.079551122544962,0.010591778325555492,-0.0019057531582567613,train
2022-01-01 15:00:00+01:00,103.13879869868641,0.06506435838781427,-6.4734068593582546,0.05319351812857686,-0.01187084025923741,train
2022-01-01 16:00:00+01:00,98.3847884231704,0.020078742344329836,-22.86373670497895,0.023514428344959575,0.003435686000629739,train
2022-01-01 17:00:00+01:00,94.31319815547552,0.0,-8.503424625880347,0.0,-0.007714478191978177,train
2022-01-01 18:00:00+01:00,97.9344655460304,0.0,-5.95134041480582,0.002845271331374549,0.002845271331374549,train
2022-01-01 19:00:00+01:00,91.96032150482503,0.0,6.660368013161717,0.0021733724676239762,0.0021733724676239762,train
2022-01-01 20:00:00+01:00,101.386268317652,0.0,-0.2750757127234675,0.004161018839852982,0.004161018839852982,train
2022-01-01 21:00:00+01:00,95.37578903266994,0.0,-0.049652892850596576,0.0,-0.003487551676459854,train
2022-01-01 22:00:00+01:00,82.46556025637237,0.0,-0.01079122173190021,0.0005584993695887181,0.0005584993695887181,train
2022-01-01 23:00:00+01:00,96.72175255259677,0.0,-3.088138892500327,0.0,-0.0008710680620947379,train
2022-01-02 00:00:00+01:00,98.6217467753495,0.0,0.8501915284531595,0.003506657437461395,0.003506657437461395,train
2022-01-02 01:00:00+01:00,93.26007081203326,0.0,-1.1477752521471358,0.006201915954410775,0.006201915954410775,train
2022-01-02 02:00:00+01:00,102.99003195085616,0.0,-5.290001429564608,0.0,-0.0007069170266992896,train
2022-01-02 03:00:00+01:00,102.34230958973575,0.0,1.059509812438021,0.0,-0.0056322853608823525,train
2022-01-02 04:00:00+01:00,107.97802220839064,0.0,1.6019205893519062,0.0,-0.0033544897716313027,train
2022-01-02 05:00:00+01:00,105.53915830773299,0.0,-4.9001648144752705,0.0,-0.0004793781763396965,train
2022-01-02 06:00:00+01:00,85.96831151559202,0.0,1.881868421164392,0.0,-0.007328973568293601,train
2022-01-02 07:00:00+01:00,89.9933512571091,0.0,-5.058408716297129,0.012110793378382558,0.012110793378382558,train
2022-01-02 08:00:00+01:00,88.02538573226286,0.0,-0.5940168482698187,0.01498990883735375,0.01498990883735375,train
2022-01-02 09:00:00+01:00,79.84682101135877,0.0,2.7745853614883154,0.0,-0.003505979663938636,train
2022-01-02 10:00:00+01:00,79.43482184534751,0.0499774278934692,-13.8841673682427,0.056715337506524036,0.006737909613054836,train
2022-01-02 11:00:00+01:00,79.37493531864392,0.047234220499641065,1.867501342359555,0.05033588647132686,0.0031016659716857978,train
2022-01-02 12:00:00+01:00,66.36116498141061,0.05447863926979379,-8.779579828410041,0.06490901479664948,0.010430375526855691,train
2022-01-02 13:00:00+01:00,80.34307063929002,0.14901574181784152,-3.954282066528792,0.18849104548083168,0.03947530366299014,train
